,Tweet,anger,disgust,fear,happiness,like,sadness,surprise
2622,"Semoga tahun ini bener""ada pencapaian yang berarti. Aamiin",0,0,0,1,0,0,0
2168,Cuma lewat ehh kaya kenal yaternyata kakak.Banyak banget yang mau sama kakak sampai heran aku tuh,0,0,0,0,0,0,1
2639,"paraah bangettt anjirrrr, orang² kaya diaa emang harusnya dah direfund ke yang maha kuasa",1,0,0,0,0,0,0
4038,Mari Bubarkan UN di Indonesia !! 2013 UN yang terakhir !! #BubarkanUN #BubarkanUNIndonesia,0,0,0,1,0,0,0
1020,Semoga yang terkena banji cepat surut. Doa hujan tahun baru semoga berkah yaaa.,0,0,1,0,0,0,0
1671,"Selamat Tahun Baru 2020, turut berduka yang kena banjir, jaga kesehatan. Dan tetap semangat.",0,0,0,0,0,1,0
3616,"Awal 2020 . Semoga yang terkena banjir, airnya segera surut",0,0,0,0,0,1,0
2893,ada yang menyakiti hatimu....??? semoga lebih sabar ya....,0,0,1,0,0,0,0
907,"Terimakasih 2019, aku berharap menjadi sosok yang lebih kuat ditahun 2020",0,0,0,1,0,0,0
3369,"Happy New Year everyone! Semoga yang kebanjiran aman2 aja dan cepet surut yaa, aamiin.",0,0,0,1,0,0,0
2956,"Lebih baik mencintai dia yang jauh tapi merindukanmu, daripada mencintai yang dekat tapi hatinya jauh.",0,0,0,0,0,1,0
3627,"stay safe buat kalian semua yang lagi kena musibah, semoga ttp baik baik aja ya",0,0,0,0,0,1,0
1420,w0w AAMIIINNNNNNNNNNN! Semoga kita semua pun dibanjiri afeksi dan atensi dari yang terkasiu,0,0,0,0,0,1,0
1101,"mau strolling around kota besar sama orang yang suka juga, enak banget kayaknya!",0,0,0,0,1,0,1
2084,eeee bagusnya first tweet untuk 2020. permulaan yang baik!,0,0,0,1,0,0,0
3230,"Semoga, segera terlealisasi dan dapat yang terbaik. Amiiin. Mangat masssss :D",0,0,1,0,0,0,0
4138,2020 semoga hanya ada dua. dua yang dibagi atas kita haha,0,0,0,1,1,0,0
811,Kau tau apa yang kubenci? Aku benci ketika aku rindu namun yang kurindukan sedang merindukan yang lain.,1,0,0,0,0,1,0
3409,"Terimakasih di setiap awal tahunnya dan ini sudah yang ketiga.nya, meski harus dengan status yang berbeda  :)",0,0,0,0,1,0,0
155,Semoga kucing-kucing kampung yang berkeliaran di Jakarta baik-baik saja #Banjir,0,0,0,0,0,1,0
920,Selamat datang tahun 2020. Ampun maaf segala dosa saya yang lama.. insyaAllah tahun ni saya buat dosa baru..,0,0,0,0,1,0,0
2826,2019 yang luar biasa. 2020 harus lebih luarbiasa(:,0,0,0,1,0,0,0
1915,"Hati hati buat yang rumahnya sedang kebanjiran, semoga cepet surut banjirnya ya.",0,0,0,0,0,1,0
628,"akhirnya ada yang bilang sy ganteng,,,,,, [mnangis haru]",0,0,0,1,0,0,1
5,Ahh noted Dan! Search ko yang sa ShippingCart. Thank you! Happy new year!,0,0,0,1,0,0,0
61,Sebenarnya fuaduanya itu lucu. Tapi karena aku suka pink jadi milih ya yang pink,0,0,0,0,1,0,0
3846,Sesuatu yg sangat sulit tuk melupakan seseorang yang telah memberimu begitu banyak hal tuk diingat.,0,0,0,0,0,1,0
599,"aku tidak peduli berapa banyak orang di dunia ini, aku hanya ingin kau yang menjadi akhir ceritaku",0,0,0,0,1,0,0
3839,"Stay safe temen” yang ada di jakarta, semoga masalah banjir nya cepet teratasi dan cepat surut :(",0,0,0,0,0,1,0
3923,"Rangorang yang kebanjiran, gua yg ikut sedih  #banjir",0,0,0,0,0,1,0
2356,"Selamat 2020 ya,yang sombong tetap sombong yang baik tetap baik biar gak dibilang ""kamu berubah ya""",0,0,0,1,0,0,0
1618,Banjir pdhl karena bencana alam yang gabisa diatur manusia sm kelalaian masyarakat buang sampah sembarangan. Tp nyalahinnya pemerintah terosss,1,0,0,0,0,0,0
3349,hah? kok bisa banjir? daerah manaa yang kena banjir?,0,0,0,0,0,0,1
4084,"stay safe kalian yang kebanjiraaan. jangan lupa amankan album, ls, dan printilan ya. ",0,0,1,0,0,0,0
2851,jadi pribadi yang lebih baik dr sblmnya sudah cukup. semoga bisa!,0,0,0,1,0,0,0
1634,#Gemini tidak akan berhenti jika sesuatu yang diinginkan belum tercapai. Pantang menyerah!!!,0,0,0,1,0,0,0
1337,HAHAHAHAHAHAHA LOVETEAM? Ade wow sa loveteam sige ipag tanggol mo yang mga lodi mo ,0,0,0,1,0,0,0
2099,❝Kamu terlalu sibuk dengan duniamu yang tanpaku. Sehingga hadirku pun tak pernah kamu anggap.❞,0,0,0,0,0,1,0
1238,"Enggak adreen, kata siapa kotor? Mulut mrk aja yang kotor karena ngejude orang seenaknya",1,0,0,0,0,0,0
3086,Mari bersama merubah Indonesia menjadi negeri yang lebih baik..:),0,0,0,1,1,0,0
389,Sudahlah apalagi yang kamu harus perjuangkan?toh tidak ada yang mencintai mu rry :),1,1,0,0,0,0,0
437,"Selamat Tahun Baru 2020 bagi yang merayakan. Semoga Tahun 2020 segala harapan, kebutuhan dan keinginan dapat terpenuhi.",0,0,0,1,0,0,0
1011,Aku ingin semakin banyak manusia unggul lahir untuk menciptakan kehidupan yang lebih baik bagi sekitarnya,0,0,0,0,1,0,0
3862,Alhamdulillah menyenangkan juga dan dengan tahun yang baru semangat juga baru hehe,0,0,0,1,0,0,0
3663,"happy birthday bio, semoga terwujud segala yang disemogakan di tahun ini ",0,0,0,1,0,0,0
1077,thanksss hehe tulaaa dah makan malam belum dia tu  harap2 hyung yang lain bagi dia makan hahaha,0,0,0,1,0,0,0
372,"Mau bangetttt mau bangettt mau bangetttt mudah2an aku jadi salahsatu yang menang, AMIN",0,0,0,0,1,0,0
1360,"terimakasih 2019, telah mengajarkan arti kehidupan yang sesungguhnya. i miss you bapa ",0,0,0,1,0,0,0
903,Duduk dikit dia minta nonton korea2an jir gua yang gapernah liat videonya jd liat gegara dia,1,0,0,0,0,0,0
1016,"Emang anaknya terlampao kreatip ya begitu pe, selamat tahun baru ya peeeee semoga 2020 apa yang dipengenin tercapaeeeee ",0,0,0,1,0,0,0
2859,"Percaya. Jika kita ikhlas, pasti Tuhan kan memberikan balasan yang lebih baik",0,0,0,1,1,0,0
2812,"Sing sabar ndoro, bahagia mu akan datang. Diwaktu yang tepat. Semangat!!",0,0,0,1,0,0,0
4100,Makan mandi solat tidoorrrr. No nunggu dispatch lagi. Nyerah. Menunggu yang belum pasti itu membuat hati lelahhhh,0,0,0,0,0,1,0
2305,Kenapa yang terbayang sama aku dia kek pemandu sorak???? :'),1,0,0,0,0,0,0
3865,"Kamu hebat banget bisa berpisah dengan gampangnya, aku iri. Atau akunya aja yang terlalu sayang kamu?",0,0,0,0,0,1,0
290,"“Sejak pertama kali melihatmu, kau seperti pemandangan yang indah yang membuat hatiku berbunga bunga” – Love rain",0,0,0,0,1,0,0
3828,* Allah selalu memberikan yang terbaik kepada mereka yang menyerahkan pilihan itu kepadaNya,0,0,0,0,1,0,0
1656,semoga tahun 2020 ni . semua yang diimpikan tercapai :),0,0,0,1,0,0,0
2972,Jodoh lu lagi dijagain sama yang lain Au. Kalo lu gak ada ya diambil sama yang lain paling.,0,1,0,0,0,0,0
1176,Bismillah semoga banyak rezeki yang berkah dan kebahagiaan di 2020,0,0,0,1,0,0,0
2498,"semoga semua yang baik-baik boleh tercapai dan semua yang mewarnai hari kemarin, terimakasih ",0,0,0,1,0,0,0
1418,#PapuakuSejahtera Semoga Papua jadi daerah yang maju dan masyarakatnya sejahtera,0,0,0,1,0,0,0
724,Suara mesin yang bikin nostalgia dengan beliau.. Selamat tahun baru.,0,0,0,1,0,0,0
547,"Melupakan orang yang pernah Anda cintai, sesulit mengingat orang yang tidak pernah Anda kenal",0,0,0,0,0,1,0
3237,"yang kena banjir sabar yaaa hati-hati jugaaa, semoga pertanda akn banjir rezeki jugaa hehe",0,0,1,0,0,1,0
3594,Kita banyak membuang waktu mencari kekasih yang sempurna dari pada menciptakan cinta yang sempurna. -Black Cat,0,0,0,0,0,1,0
395,Terima kasih karena selalu mangusahakan yang terbaik untuk kami 'Elf Inggris [bot],0,0,0,1,0,0,0
523,"Stay safe everyone yang kena banjir, aku cuma bisa bantu doa",0,0,0,0,0,1,0
2081,happy new year <3 semoga 2020 jadi tahun yang baik buat gue dan kalian semua ,0,0,0,1,0,0,0
652,stay safe teman teman jakarta dan sekitarnya yang kena banjir,0,0,0,0,0,1,0
2516,Semoga yang kena banjir airnya cepet surut & listrik segera nyala aamiin.,0,0,0,0,0,1,0
1366,Semoga masyarakat yang belum direlokasi segera diselamatkan dan semoga selalu diberikan ketabahan  amin    #BanjirJakarta,0,0,0,0,0,1,0
579,"Semoga apa yang kamu hadapi tahun ini bisa dilewati dengan mudah ya, Nad!",0,0,0,1,0,0,0
992,"Semoga ditahun 2020 segala urusanku lancar, diberi kesehatan dan rezeki yang lancar aamiin",0,0,0,1,0,0,0
3951,Hidup ini lebih indah daripada yang bisa kita katakan. Yang bisa buruk itu sikap kita terhadapnya. Bersyukurlah.,0,0,0,1,1,0,0
1585,thank you so much.... semoga 2020 juga selalu jadi tahun yang baik untuk kamu ya. ,0,0,0,1,1,0,0
1288,Terimakasih masih ingin bertahan denganku. Semoga ini menjadi awal yang baru. :’),0,0,0,1,0,0,0
4205,Semoga jadi pribadi yang lebih baik lagi dan rejeki tambah lancar,0,0,0,1,0,0,0
3596,2020 harusnya hal yang baik dan baru datang ya. LAH KOK ADA ORANG LAMA YANG MUNCUL LAGI SEH,0,0,0,1,1,0,0
3081,Semangat semua yang ada di Jakarta dan sekitarnya. Stay safe everyone.,0,0,0,0,0,1,0
1174,Terima Kasih 2019 telah membuat sadar bagaimana menjadi seseorang yang lebih dewasa,0,0,0,1,0,0,0
3682,"Ini gaada rp nya Jiho, yerin sama yaebin yang ngelove foto saya gitu.",1,0,0,0,0,0,0
3376,"terimakasih 2019 atas dosa yang diberikan, tanpa dosa kita tidak bisa lebih dewasa.    hiya hiya hiya",0,0,0,1,0,0,0
3059,Semoga di tahun 2020 ini member svt selalu ot13 dan selalu ngasih kita konten yang seru,0,0,0,1,0,0,0
1451,Gapapa yang penting makanan abis sama kalian hyung udah seneng,0,0,0,1,0,0,0
2775,"Awal tahun yang menyenangkan ,aku bisa rebahan 24 jam",0,0,0,1,0,0,0
2286,Huhu turut sedih sih Semoga bisa diselametin yang basah basah,0,0,0,0,0,1,0
3874,Ya Allah merinding banget liat yang pada kebanjiran :(,0,0,0,0,0,1,0
3474,2020 : semoga tak berjumpa dengan lelaki yang suka menipu,0,0,1,0,0,1,0
871,"Pengen segera pulang indo, pengen segera make jersey-jersey baru yang numpuk di toko",0,0,0,0,1,0,0
900,serem anjir :( takut sesat duluan sebelum yang asli keluar,0,0,1,0,0,0,0
214,"Muka elu asam nies... Kebanyakan dosa, jadi warga jakarta yang nanggung akibatnya.",0,1,0,0,0,0,0
244,"Yang sakit cepat sembuh,yang terkena banjir cepat mendapatkan pengungsian,Khusnul khotimah",0,0,0,0,0,1,0
3298,Syukurilah apa yang anda dapatkan baik suka ataupun tidak maka anda sudah menghargai hidup anda sendiri,0,0,0,1,0,0,0
1440,Ini aku tinggal tidur bentar udah banyak yang jadian. Hiks tl aku bucinan semua pasti ,0,1,0,0,0,0,0
869,Tidak ada yang lebih sakit dari mengetahui sahabatmu udah dimiliki orang lain. Padahal kamu masih nyaman mencintainya diam-diam,0,0,0,0,0,1,0
2109,"Hi 2020 ! Semoga bertambah rezeki, hardworking, apa yang di idamkan tercapai dan stay single ",0,0,0,1,1,0,0
3698,Makasih banyak 2019 yang luar biasa. Terimakasih banyak buat orang-orang spesial yang uda hadir di 2019!!,0,0,0,1,1,0,0
3434,2019 terakhir berjuang sendiri. 2020 mikir apa-apa bakal ada yang nemenin. Allah kok baik banget,0,0,0,1,0,0,0
1673,awal taun udah di kasih rejeki yang berlimpah.. Alhamdulillah...,0,0,0,1,0,0,0
4137,Hujan di Jakarta udah berhenti belum sih? Semoga aja gak separah 2007 atau 1995 yang hujannya berhari2.,0,0,1,0,0,1,0
1953,Bahagia adalah milik mereka yang bangga menjadi dirinya sendiri #2019TetapJokowi #Jokowi2Periode #iwartaid,0,0,0,1,0,0,0
1081,"Selamat datang 2020. Semoga masalah masalah yang seharusnya sudah selesai, bisa diselesaikan di tahun ini.",0,0,0,1,0,0,0
775,Aaminnn makasih banyak widya aku doakan yang terbaik untuk kamu juga,0,0,0,1,0,0,0
1328,Awal 2020 dimulai dengan Bara yang tersedak Teh Pucuk. Bodoh.,1,0,0,0,0,0,0
3669,Kan cuma air yang mengantri ke sungai ? Kok pada ribut sih? Norak .....,0,0,0,0,0,0,1
2157,terimakasih untuk dunia yang tak pernah merasakan kasih sayang kedua orang tua tak merasakan keberadaan orang orang yang sedarah,0,0,0,0,1,0,0
4056,Harapan 2020 cukup diriku yang tahu dan yang maha kuasa.,0,0,0,1,0,0,0
3582,benda aku paling benci orang cakap aku single dia tak sedar yang couple tu haram,1,1,0,0,0,0,0
314,orang yang terkaya adalah orang yang menerima pembagian takdir dari alloh dengan senang hati.,0,0,0,0,1,0,0
1184,"Turut berduka, Ko. Semoga ayahanda mendapatkan yang terbaik. ",0,0,0,0,0,1,0
2093,2020 semoga apa yang di semogakan tersemogakan :)),0,0,0,1,0,0,0
4196,"Jangan pernah mempercayai orang yang anda cintai,tapi cintailah orang yang anda percayai.",0,0,0,0,1,0,0
994,"Untuk dia yang disana, terimakasih banyak untuk setiap perjalanan di 2019 meskipun tidak selalu berakhir baik.",0,0,0,0,1,0,0
3485,"happy new year juga jiejieee~! aamiiin, jiejie juga yang terbaik buat tahun inii",0,0,0,1,0,0,0
929,Ucapkan syukur tiap kita bangun pagi pada Tuhan karena kita masih punya waktu menikmati hidup yang indah ini #trackingmobil,0,0,0,1,0,0,0
1271,"Terima kasih 2019, banyak kehilangan yang membuat ku belajar tentang artinya mengikhlaskan",0,0,0,1,1,0,0
1261,Mengawali tahun dengan bangun gasik banget. Semoga menjadi awal yang baik. ,0,0,0,1,0,0,0
3523,Adaapa di awal hari pada tahun baru tiba-tiba teringat dengan nya yang sudah pergi meninggalkan.,0,0,0,0,0,1,0
3939,"Gatau ya, pengen bilang 2019 itu taun yang gua rasain bangetefeknya bikin gasabar jalanin 2020, semangat!",0,0,0,0,1,0,0
2392,"Comment yang banyak yah, semakin banyak comment semakin banyak juga peluang buat menang, Sahabat. ^in",0,0,0,0,0,0,1
1291,"Ya Allah, berikanlah kepada jiwaku ketaqwaan dan sucikanlah ia, Engkaulah sebaik-baik Dzat yang menyucikan jiwa.",0,0,0,0,1,0,0
783,"Tuhan, damaikanlah aku tentang masa depanku dan bantulah aku ikhlas melakukan yang terbaik hari ini dan esok. Aamiin",0,0,0,0,0,1,0
825,harapanku untuk tahun yang baru sederhana saja; menjadi manusia yang tidak disia-siakan dan tak menyia-nyiakan.,0,0,1,0,0,0,0
3071,"anyway, happy new year all! semoga 2020 jadi taun yang sukses buat kita semua:) aamiin",0,0,0,1,0,0,0
3848,2020 diawali dengan kesedihan yang sama hanya karena ekspetasi ga sesuai sama kenyataan,0,0,0,0,0,1,0
452,"menjatuhkan hati pada orang yang salah, menyianyiakan banyak kesempatan, sering merasakan penyesalan.",0,0,0,0,0,1,0
1201,What anjir seriusan? Sumpah banyak banget yang terjadi haari ini pusing aku,0,1,0,0,0,1,0
772,"Jehaaaa, happy new year! semoga jadi tahun yang baik buat Jeha.",0,0,0,1,0,0,0
4035,Happy birthday yaa rizall semoga diberi kesehatan sama rejeki yang lancar dan jd pribadi yg lebih baik dari sebelumnya aamiin ,0,0,0,1,0,0,0
1815,Kesel banget si asti ngeretweet ular lagi yang dulu juga share ular pengen ku jegal dan jongkrokin :((,0,0,0,0,0,1,0
3486,Masalahnya yang di follback akun second anjir isinya sambatan semua sampe sekarang belom gw acc,0,1,0,0,0,0,0
1741,"Ada yang meninggalkan tp kemudian banyak yang datang, terimakasih 2019 ! Super super love",0,0,0,1,1,0,0
1910,dor! ada yang pernah naik kapal pas hujan gak? aku khawatir sama orang tua aku,0,0,1,0,0,0,0
2025,#rebahanpertamadi2020 didukung dengan hujan yang begitu deras menambah kemageran yg hakiki ,0,0,0,0,1,0,0
3968,Selamat Menyambut Tahun Baharu 2020. Semoga lebih ramai yang menjadi produktif & berjaya pada tahun ini.,0,0,0,1,0,0,0
4192,"Klo lo mau jadi hebat, gak mesti hasil karya orang yang lo embat! Hahah",0,0,0,1,0,0,0
4171,Ini yang tanya siapa sih? Maju kamuu!!,1,0,0,0,0,0,1
2488,Jika kamu benar-benar berharga di mata seseorang tidak ada alasan untuknya mencari yang lebih baik dari kamu,0,0,0,0,1,0,0
1069,"Disini yang rmhnya daerah Jakarta - Bekasi, pd banjir ngga?????",0,0,1,0,0,0,1
948,Semoga semua yang terkena musibah senantiasa selalu diberi pertolongan.,0,0,0,1,0,0,0
2512,"Tak ape lah bang, bantu doa yang terbaik ya bang, terima kasih abangku yang jauh di sana.",0,0,0,1,1,0,0
3430,"Selamat yang lahir 29 Februari, tahun ini bisa ulang taun.",0,0,0,1,0,0,0
717,kakaaak semogaaa tahun 2020 makin lebih baik dr yang sebelumny yaa,0,0,0,1,0,0,0
1194,Semoga beberapa daerah yang diawal Januari tahun 2020 ini terdampak banjir segera surut.,0,0,0,0,0,1,0
3695,"STOP MBLO!! jangan berdoa agar hujan lagi, kasihan warga jakarta yang sedang kebanjiran :|#KCKC",0,0,0,0,0,1,0
2161,"“Aku ingin memetik sekuntum Melati  yang menuntunku pada langkah-langkah  pasti, dalam akhir perjalananku“.",0,0,0,0,0,1,0
187,Suatu hal yang paling mustahil ku lakukan adalah membenci dirimu. -Hiraga Saito (Zero no Tsukaima),0,1,0,0,0,0,0
3144,"Jadi pribadi yang lebih baik, & gak boleh malas mandi ",0,0,0,1,0,0,0
3039,"Siap, semoga banjir yang mengepung jabar, bisa teratasi. Karena solusi banjir bukan bikin aplikasi. #sesuaiAplikasi",0,0,1,0,0,0,0
2067,"Semangat, safety first, Allah pasti yang akan membalas kebaikan anda semua petugas.",0,0,0,1,1,0,0
3165,"#prayforJAKARTA semoga airnya segera masuk ke dalam bumi, seauai yang disabdakan pak Gubernur sewaktu kampanye",0,0,1,0,0,0,0
3991,abang aku yang udah hilaaaangggg~ ndak tau kemana dia sekarang :(,0,0,0,0,0,1,0
2762,"Mungkin aku akan mendapatkan yang lebih baik? Begitu pula dengan kamu,semoga dia lebih baik dari aku ya",0,0,0,0,1,0,0
1348,Memang aku bukan orang yang baik tapi aku mencoba untuk menjadi yang terbaik,0,0,0,1,1,0,0
1007,Semoga di tahun 2020 ; yang sakit lekas sembuh dan hatimu lekas luluh.,0,0,0,1,1,0,0
3914,"sahabat itu ibarat tutup ama botolnya, yang gak bisa dipisahin kecuali ada orang ketiga :"")",1,0,0,0,0,0,0
2130,"Tahun baru tidak ada yang lebih indah, justru lebih buruk wkwk",0,0,0,0,0,1,0
1471,"Tahun 2020 hari pertama, smoga bisa tercapai harapan dan doa yang telah di panjatkan ya Allah. Amin",0,0,0,1,1,0,0
3413,banyak yah temen2 yang kebanjiran so sad ... semangat ya semua mudah2an airnya cepat surut,0,0,0,0,0,1,0
2270,mandirifiesta: NuryRifany Terima kasih atas partisipasi yang diberikan ~Ardi,0,0,0,1,0,0,0
1409,Satu hal yang tidak kusukai di tahun baru yaitu akan ada umur yang semakin menua ,0,1,0,0,0,0,0
2955,"Halo Ladies jadilah wanita yang anggun, karena itu adalah penarik pasangan hidup impian anda^^ Pusat Baju Wanita",0,0,0,0,1,0,0
1971,"Cewek bakal 'mertahanin' cowok yang 'merjuangin' hubungannya, gak akan pernah ngebohongin sm janji2nya. :)",0,0,0,1,0,0,0
3978,Kenapasih rata rata yang belok itu anak broken home :( ku juga brokenhome ,0,0,0,0,0,1,0
3944,"!RP Ada yang mau akun gak? Aku kasih gratis, rep dengan alasan",0,0,0,1,0,0,0
2033,"Semangat teman teman yang rumahnya kebanjiran , *salaman biar gak slek* ",0,0,0,0,0,1,0
4083,kalian yang besok udah masuk sekolah apa tyda ingin protes karena liburnya nanggung amat woii?!!!,1,0,0,0,0,0,1
2721,"Semoga tahun ini menjadi tahun yang penuh kebahagiaan, yaaa!",0,0,0,1,0,0,0
3491,Paling gembira ketika akhirnya mereka yang di foto ini bisa totalitas berkreasi dan mengekspresikan passionnya ,0,0,0,1,0,0,0
998,"hayop taglay mo talaga yang ugaling yan no, kala ko ibang tao lang ginaganyan mo pati pala ako HAHAHAHAHAHAHA",0,0,0,1,0,0,0
687,"Lebih baik single dan menyiapkan diri untuk cinta yang baik, daripada terikat dengan pacar yang cuek",0,0,0,0,0,1,0
3257,Sedih banget tapi kalo gw jadi mba-mba yang nyegah teris divideo gitu gw zuzur gw akan malu malu kucing.,0,0,0,0,0,1,0
1247,Semoga tahun 2020 move on dari pacar  yang sekarang. Yang jomblo move on ke single ya,0,0,0,1,0,0,0
131,"HAHAHAAHH ini lucu aku beneran ketawa. aku gapunya apa-apa yang dijadiin giveaway, hiks.",0,0,0,1,0,0,0
3947,"""terserah mau jadi apa yang penting berguna bagi masyarakat"" - ibu nobita waktu nobita lahir",0,0,0,1,0,0,0
3480,"Thank You God, Karna udah ngasih cuaca berasa dipuncak untuk aku yang Tahun Baruan di rumah :)",0,0,0,1,0,0,0
830,Hati2 yang terkena banjir.. ular dan mahluk2 lainnya bisa merasuki rumah kalian..,0,0,1,0,0,1,0
3672,"Yaallah , semoga ditahun 2020 aku bisa menggapai semua hal"" yang ingin aku gapai . Amin",0,0,0,1,1,0,0
3058,"Jodoh itu cerminan dari diri kita , Yang baik i’allah akan mendapatkan yang terbaik",0,0,0,0,1,0,0
3625,"Selama kita hidup didunia yang terkutuk ini,perdamaian itu mustahil! - Nagato Uzumaki",0,1,0,0,0,0,0
3952,Eh itu di list dispatch yang big 4 ada S S nya KOK GUE DEGDEGAN ANJIR,0,0,0,1,0,0,1
3729,Kadang yang dukung banget straight malah mencak mencak pas idola nya dating. Gimana nikah coba ,0,0,0,0,0,0,1
3394,Selamat datang 2020 uprak dan un menanti semoga dapet nilai yang terbaik,0,0,0,1,0,0,0
3328,"Kaget sih kalau Mexico duluan yang bikin, karena moder hyper loop lagi dibuat ma elon musk...",0,0,0,0,0,0,1
2143,"Iya selalu salah, orang kalau udah benci apa aja yang dilakuin selalu salah dimatanya hhe",0,1,0,0,0,0,0
367,"hanya ibu yang mampu menerimaku,walaupun akutelah melakukan kesalahan besar,terima kasih ibu:)*bot",0,0,0,1,1,0,0
3301,Happy New year guysss... Semoga tahun 2020 menjadi seorang yang kuat dan lebih tabah menghadapi cabaran,0,0,0,1,0,0,0
4122,"yaaaaah, yaudah deh aku mau satuu! bikinin yang spesial ya buat aku.",0,0,0,1,1,0,0
3872,"Gapapa, sebelum 4 hari lagi menangos. Lu sih yang menangos, gua ngga",0,1,0,0,0,0,0
709,Buat yang kebanjiran longsor ataopun angin gedhe hujan nggal berhenti² stay safe ya kaliann ,0,0,0,0,0,1,0
1898,semoga tahun ini bisa dapet kerja yang baik dan tahun depan apa yang ditargetin gak meleset,0,0,0,0,1,0,0
3018,Happy new year... Selamat datang tahun baru 2020..semoga menjadi tahun yang lebih baik...,0,0,0,1,0,0,0
841,ayo buat sore ini jadi awal tahun yang baik buat kamu.,0,0,0,1,0,0,0
3352,"Happy new year , untuk kali ini saya tidak ada yang khusus diucapkan kepada seseorang.",0,0,0,1,0,0,0
3980,"semoga bodohku berkurang, jika tetap yaa minimal pintarku yang bertambah",0,0,0,1,0,0,0
1893,"2020 semoga tercapai semua apa yang di semogakan, lulus dan di wisuda salah satunya",0,0,0,1,1,0,0
4160,"hahahaha ada yang pernah bilang ""kalo ada orang pinter di akademik biasanya dikehidupan sehari hari dia kurang menjamin""",0,0,0,1,0,0,0
3345,"kalau emang pernah, ayolah kita berbagi cerita. walaupun itu hanya sebagian kecil yang pernah kalian alami.",0,0,0,1,0,0,0
3147,"bagus, gue sukaa yang begini dan semua temen gue harus tahan banting",0,0,0,0,1,0,0
2709,"sedih, berkali kali ngerep di base yang ngajak fambest tapi gaada yang notice :')",0,0,0,0,0,1,0
3831,"ARMY yang daerahnya lg kena banjir, stay safe ya. smg banjirnya cepet surut & bantuan cepat datang",0,0,1,0,0,0,0
3048,"""Semoga ditahun ini masih ditemani, dilindungi orangorang yang baik""",0,0,0,0,1,0,0
3259,"Semoga tahun ni lebih baik dari yang sebelumnya , Aamin ",0,0,0,1,0,0,0
4092,"Stay safe buat jakarta dan sekirtanya, dan kota kota lain yang sedang banjir",0,0,0,0,0,1,0
771,"Gabut, nda ada yang mau dmnya je ketuk apa? Nda ada pasti ●︿●",0,0,0,0,0,1,0
18,Keinginan tahun baru ini : memaafkan diri sendiri & memulai hidup yang baru,0,0,0,1,0,0,0
496,Di Shopee pastinya banyak yang bagus-bagus yaa kak :) ^AZ,0,0,0,0,1,0,0
3096,Satu hari bagi seorang pemimpin yang adil lebih utama daripada beribadah 60 tahun (HR Thabrani),0,0,0,0,1,0,0
1423,"""Mungkin aku tidak diperhitungkan. Tapi aku senang bersama dengan orang yang sangat bersemangat."" (Happy)",0,0,0,0,1,0,0
2655,Kekadang apa yang kita tunggu tu selalu tak dapat. Tapi something yang kita tak harap tu selalu muncul.,1,0,0,0,0,1,0
3789,"Selamat tinggal tahun yang masih membuatku terus mengingatmu , dan tahun berikutnya kupercayai akan sama juga .",0,0,0,1,1,0,0
2644,"Banyak yang rayain di luar Aceh kok, Kota Medan padat dengan orang Aceh huhuhu sad:(",0,0,0,0,0,1,0
1990,kamu adalah satu satunya orang yang kutunggu untuk memberi kabar setiap hari. Hanya kamu :),0,0,0,0,1,0,0
2437,Selamat tahun baru 2020 dan selamat datang dekade 20s. Dalam 10 tahun kedepan apa yang mau kalian capai?,0,0,0,1,0,0,0
1453,Stay safe buat kalian yang kebanjiran. Semoga cepat surut banjirnya ya ,0,0,0,0,0,1,0
2022,"Tentu semangat, semoga tahun ini jadi tahun yang baik.",0,0,0,1,0,0,0
4028,kamu tidak berubah aku saja yang terlalu takut kehilangan kamu.,0,0,0,0,1,0,0
3681,"Hati2 ya gaess yg rumahhnyaa kebanjirann, ngeri adaa ular yang masukkk. Stay safe",0,0,1,0,0,1,0
1966,"Manusia yang paling jernih akalnya adalah para pembaca Al-qur'an"".",0,0,0,0,1,0,0
1109,"Thank youuu, Sid! Semoga yang terbaik juga buatmu yakk ",0,0,0,1,0,0,0
549,Maaf atas ketidaknyamanannya Sobat. Kami akan upayakan yang terbaik agar secepatnya stabil kembali ya. Terima kasih -Aida,0,0,0,1,1,0,0
2969,"Kota yang sedang dilanda banjir, semoga lekas surut. Dan orangnya diberi sabar, serta tak merasa takut.",0,0,1,0,0,0,0
1386,"""Karena tak punya tujuan, satu-satunya yang jadi harapanku hanyalah kamu, Shinichi Kudo.""-Ai Haibara",0,0,0,0,1,0,0
682,"Meskipun kita bersama ditempat yang sama, aku merasa seperti sendirian = Like Oxygen by Baek Ah Yeon",0,0,0,0,0,1,0
3511,please jgan lama2....kasian yang punya bayi dan anak kecil....tolong segera dialirkan.....ayo segera mungkin,0,0,1,0,0,0,0
2650,Selamat hari kasih sayang cinta. salamt buat yang tersayang yah. #indoescrowdotcom,0,0,0,1,1,0,0
3320,"2020 semoga netijen kurangi bacotnya, terlebih yang gaperlu, perbanyak aksi ",0,0,0,1,0,0,0
3333,"Tuhan, besarkanlah aliran rezekiku, dan damaikanlah aku dalam cinta dan keluarga yang tulus dan bahagia. Aamiin",0,0,0,1,1,0,0
924,"Tuhan, aku memaafkan mereka yang melukai perasaanku, karena dengannya Engkau akan membahagiakan hidupku. Aamiin",0,0,0,0,1,0,0
